Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
STNG,Scorpio Tankers Inc.,13.02,$763.91M,2010,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/stng
STON,StoneMor Inc.,0.7217,$85.01M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
STOR,STORE Capital Corporation,23.33,$5.7B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
STT,State Street Corporation,62.85,$22.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STWD,"STARWOOD PROPERTY TRUST, INC.",14.67,$4.14B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STZ,Constellation Brands Inc,178.89,$34.52B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stz.b
SU,Suncor Energy  Inc.,16.85,$25.7B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
SUI,"Sun Communities, Inc.",142.38,$13.99B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SUM,"Summit Materials, Inc.",17.71,$2.02B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SUN,Sunoco LP,24.59,$2.45B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SUP,"Superior Industries International, Inc.",1.49,$38.13M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SUPV,Grupo Supervielle S.A.,3.01,$274.95M,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/supv
SUZ,Suzano S.A.,8.08,$10.9B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWCH,"Switch, Inc.",17.65,$4.24B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SWI,SolarWinds Corporation,18.48,$5.76B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SWK,"Stanley Black & Decker, Inc.",157.61,$24.29B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWM,"Schweitzer-Mauduit International, Inc.",33.77,$1.05B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/swm
SWN,Southwestern Energy Company,2.44,$1.32B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SWT,"Stanley Black & Decker, Inc.",97.75,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
SWX,"Southwest Gas Holdings, Inc.",66.86,$3.69B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.14,$107.99M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SXC,"SunCoke Energy, Inc.",3.29,$272.28M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SXI,Standex International Corporation,56.56,$701.88M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SXT,Sensient Technologies Corporation,52.81,$2.24B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
SYF,Synchrony Financial,23.74,$13.86B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYK,Stryker Corporation,197.34,$74.08B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
SYX,Systemax Inc.,19.52,$731.42M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
SYY,Sysco Corporation,53.99,$27.41B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SZC,Cushing NextGen Infrastructure Income Fund,30.7,$79.87M,2012,n/a,n/a,https://old.nasdaq.com/symbol/szc
T,AT&T Inc.,29.29,$208.7B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
TAC,TransAlta Corporation,6.3,$1.74B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tac
TAK,Takeda Pharmaceutical Company Limited,17.97,$55.99B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,78.5,$47.13B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TALO,"Talos Energy, Inc.",7.08,$462.62M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
TAP,Molson Coors Beverage Company,36.15,$7.83B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
TAP.A,Molson Coors Beverage Company,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tap.a
TARO,Taro Pharmaceutical Industries Ltd.,65.15,$2.49B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TBB,AT&T Inc.,26.48,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,27.335,n/a,2018,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
TBI,"TrueBlue, Inc.",13.67,$493.85M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/tbi
TCI,"Transcontinental Realty Investors, Inc.",24.61,$214.54M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tci
TCO,"Taubman Centers, Inc.",38.4,$2.37B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCP,"TC PipeLines, LP",30.47,$2.23B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TCRW,"THL Credit, Inc.",23.44,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",24.3,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/tcrz
TCS,Container Store (The),4.22,$212.53M,2013,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/tcs
TD,Toronto Dominion Bank (The),44.93,$81.03B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/td
TDA,"Telephone and Data Systems, Inc.",24.29,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda
TDC,Teradata Corporation,20.59,$2.23B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc
TDE,"Telephone and Data Systems, Inc.",25.105,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde
TDF,"Templeton Dragon Fund, Inc.",22.11,$747.41M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdf
TDG,Transdigm Group Incorporated,424.18,$22.94B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/tdg
TDI,"Telephone and Data Systems, Inc.",25.49,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.14,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj
TDOC,"Teladoc Health, Inc.",212.75,$17.58B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
TDS,"Telephone and Data Systems, Inc.",19.65,$2.25B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds
TDW,Tidewater Inc.,6.31,$254.44M,2017,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.b
TDY,Teledyne Technologies Incorporated,307.29,$11.33B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
TEAF,Tortoise Essential Assets Income Term Fund,10.9,$147.05M,2019,n/a,n/a,https://old.nasdaq.com/symbol/teaf
TECK,Teck Resources Ltd,11.11,$5.9B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TEF,Telefonica SA,4.43,$23.26B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef
TEI,"Templeton Emerging Markets Income Fund, Inc.",7.65,$367.19M,1993,n/a,n/a,https://old.nasdaq.com/symbol/tei
TEL,TE Connectivity Ltd.,89.94,$29.67B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TEN,Tenneco Inc.,7.84,$637.08M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten
TEO,Telecom Argentina Stet - France Telecom S.A.,9.54,$4.11B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo
TEVA,Teva Pharmaceutical Industries Limited,11.55,$12.65B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva
TEX,Terex Corporation,20.38,$1.41B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex
TFC,Truist Financial Corporation,36.67,$49.42B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tfc
TFII,TFI International Inc.,40.45,$3.52B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfii
TFX,Teleflex Incorporated,385,$17.87B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
TG,Tredegar Corporation,16.23,$543.88M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tg
TGH,Textainer Group Holdings Limited,9.09,$499M,2007,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh
TGI,"Triumph Group, Inc.",7.24,$375.74M,1996,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tgi
TGNA,TEGNA Inc.,11.72,$2.56B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
TGP,Teekay LNG Partners L.P.,11.36,$1.01B,2005,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp
TGS,Transportadora De Gas Sa Ord B,5.95,$911.21M,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tgs
TGT,Target Corporation,122.69,$61.35B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt
THC,Tenet Healthcare Corporation,24.82,$2.6B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc
THG,"The Hanover Insurance Group, Inc.",98.31,$3.74B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.6,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thga
THO,"Thor Industries, Inc.",117.14,$6.47B,n/a,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho
THQ,Tekla Healthcare Opportunies Fund,18.3,$756.53M,2014,n/a,n/a,https://old.nasdaq.com/symbol/thq
THR,"Thermon Group Holdings, Inc.",14.39,$474.93M,2011,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr
THS,"Treehouse Foods, Inc.",44.28,$2.5B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ths
THW,Tekla World Healthcare Fund,14.48,$435.88M,2015,n/a,n/a,https://old.nasdaq.com/symbol/thw
TIF,Tiffany & Co.,125,$15.17B,1987,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif
TISI,"Team, Inc.",3.96,$121.29M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
TJX,"TJX Companies, Inc. (The)",52.08,$62.39B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx
TK,Teekay Corporation,2.45,$247.71M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk
TKC,Turkcell Iletisim Hizmetleri AS,5.72,$4.99B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tkc
TKR,Timken Company (The),47.71,$3.58B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tkr
TLI,Western Asset Corporate Loan Fund Inc,9.03,$89.19M,1998,n/a,n/a,https://old.nasdaq.com/symbol/tli
TLK,"PT Telekomunikasi Indonesia, Tbk",20.83,$20.63B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tlk
TLRD,"Tailored Brands, Inc.",0.599,$29.2M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlrd
TLYS,"Tilly&#39;s, Inc.",6,$178.68M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys
TM,Toyota Motor Corp Ltd Ord,127.57,$176.44B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tm
TME,Tencent Music Entertainment Group,16.03,$26.89B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tme
TMHC,Taylor Morrison Home Corporation,24.91,$3.23B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc
TMO,Thermo Fisher Scientific Inc,413.44,$163.29B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo
TMST,TimkenSteel Corporation,3.77,$169.52M,2014,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tmst
TNC,Tennant Company,68.29,$1.26B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc
TNET,"TriNet Group, Inc.",63.01,$4.24B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tnet
TNK,Teekay Tankers Ltd.,14.71,$495.73M,2007,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk
TNP,Tsakos Energy Navigation Ltd,8.64,$162.44M,2002,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tnp
TOL,"Toll Brothers, Inc.",38.63,$4.85B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol
TOT,Total S.A.,38.49,$101.01B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot
TPB,"Turning Point Brands, Inc.",30.38,$583.96M,2016,Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/tpb
TPC,Tutor Perini Corporation,12.14,$616.36M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://old.nasdaq.com/symbol/tpc
TPH,"TRI Pointe Group, Inc.",17.72,$2.31B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tph
TPL,Texas Pacific Land Trust,555,$4.3B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl
TPR,"Tapestry, Inc.",13.65,$3.77B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr
TPRE,Third Point Reinsurance Ltd.,8.08,$766.64M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tpre
TPVG,TriplePoint Venture Growth BDC Corp.,10.59,$325.6M,2014,n/a,n/a,https://old.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,24.1,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/tpvy
TPX,"Tempur Sealy International, Inc.",75.86,$3.91B,2003,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",8.98,$62.42M,2009,n/a,n/a,https://old.nasdaq.com/symbol/tpz
TR,"Tootsie Roll Industries, Inc.",31.12,$2.08B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/tr
TRC,Tejon Ranch Co,14.79,$387.8M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
TREB.U,Trebia Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/treb.u
TREC,Trecora Resources,6.1,$150.76M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/trec
TREX,"Trex Company, Inc.",139,$8.04B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/trex
TRGP,"Targa Resources, Inc.",18.13,$4.23B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
TRI,Thomson Reuters Corp,68.46,$33.99B,n/a,Consumer Services,Publishing,https://old.nasdaq.com/symbol/tri
TRN,"Trinity Industries, Inc.",19.46,$2.31B,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/trn
TRNE,Trine Acquisition Corp.,10.55,$395.82M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/trne
TRNE.U,Trine Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/trne.u
TRNE.WS,Trine Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trne.ws
TRNO,Terreno Realty Corporation,56.93,$3.85B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/trno
TROX,Tronox Holdings plc,8.05,$1.15B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/trox
TRP,TC Energy Corporation,44.86,$42.17B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp
TRQ,Turquoise Hill Resources Ltd.,0.8936,$1.8B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trq
TRTN,Triton International Limited,34.95,$2.46B,2016,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/trtn
TRTX,"TPG RE Finance Trust, Inc.",8.01,$613.97M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trtx
TRU,TransUnion,89.39,$16.97B,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tru
TRV,"The Travelers Companies, Inc.",116.63,$29.53B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv
TRWH,"Twin River Worldwide Holdings, Inc.",20.56,$625.68M,2019,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/trwh
TS,Tenaris S.A.,12.83,$7.57B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts
TSE,Trinseo S.A.,26.89,$1.03B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tse
TSI,"TCW Strategic Income Fund, Inc.",5.74,$273.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tsi
TSLX,"Sixth Street Specialty Lending, Inc.",16.9,$1.13B,2014,n/a,n/a,https://old.nasdaq.com/symbol/tslx
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,83.25,$431.74B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TSN,"Tyson Foods, Inc.",60.98,$22.22B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/tsn
TSQ,"Townsquare Media, Inc.",4.7,$89.2M,2014,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq
TSU,TIM Participacoes S.A.,14.06,$6.81B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tsu
TT,Trane Technologies plc,104.55,$25.01B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/tt
TTC,Toro Company (The),71.31,$7.64B,n/a,Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc
TTI,"Tetra Technologies, Inc.",0.735,$92.54M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti
TTM,Tata Motors Ltd,6.79,$4.89B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TTP,"Tortoise Pipeline & Energy Fund, Inc.",14.11,$35.33M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ttp
TU,TELUS Corporation,17.25,$21.94B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu
TUFN,Tufin Software Technologies Ltd.,9.9,$353.57M,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,9.32,$456.81M,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup
TV,Grupo Televisa S.A.,5.53,$364.91B,1993,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv
TVC,Tennessee Valley Authority,25.6,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.72,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve
TWI,"Titan International, Inc.",1.83,$110.9M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi
TWLO,Twilio Inc.,252.86,$35.41B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo
TWN,"Taiwan Fund, Inc. (The)",24.13,$180.51M,1986,n/a,n/a,https://old.nasdaq.com/symbol/twn
TWO,Two Harbors Investments Corp,5.34,$1.46B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/two
TWTR,"Twitter, Inc.",36.85,$28.91B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/twtr
TX,Ternium S.A.,14.66,$2.88B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx
TXT,Textron Inc.,34.18,$7.78B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt
TY,Tri Continental Corporation,25.49,$1.37B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ty
TYG,Tortoise Energy Infrastructure Corporation,16.3,$218.96M,2004,n/a,n/a,https://old.nasdaq.com/symbol/tyg
TYL,"Tyler Technologies, Inc.",359.09,$14.28B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tyl
UA,"Under Armour, Inc.",9.95,$4.52B,2016,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ua
UAA,"Under Armour, Inc.",11.2,$5.09B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/uaa
UAN,"CVR Partners, LP",0.9541,$108.08M,2011,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
UBA,Urstadt Biddle Properties Inc.,9.82,$393.45M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uba
UBER,"Uber Technologies, Inc.",30.99,$54.11B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uber
UBP,Urstadt Biddle Properties Inc.,8.544,$342.32M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ubp
UBS,UBS AG,12.3,$44.12B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ubs
UDR,"UDR, Inc.",35.3,$10.41B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/udr
